,DOWNSTREAM
3370,-0.321875
3371,-0.3878125
3372,-0.48125
3373,-0.546875
3374,-0.6434375
3375,-0.703125
3376,-0.8115625
3377,-0.8315625
3378,-0.8771875
3379,-0.92375
3380,-0.9278125
3381,-0.88375
3382,-0.838125
3383,-0.8103125
3384,-0.7525
3385,-0.735625
3386,-0.666875
3387,-0.661875
3388,-0.579375
3389,-0.591875
3390,-0.4834375
3391,-0.555625
3392,-0.46125
3393,-0.4578125
3394,-0.391875
3395,-0.3696875
3396,-0.31875
3397,-0.28375
3398,-0.2446875
3399,-0.1971875
3400,-0.1725
3401,-0.1053125
3402,-0.1278125
3403,-0.115625
3404,-0.1225
3405,-0.119375
3406,-0.1190625
3407,-0.1234375
3408,-0.1115625
3409,-0.1521875
3410,-0.2125
3411,-0.193125
3412,-0.2046875
3413,-0.1965625
3414,-0.2025
3415,-0.198125
3416,-0.20125
3417,-0.199375
3418,-0.2003125
3419,-0.2003125
3420,-0.19875
3421,-0.2021875
3422,-0.195625
3423,-0.2090625
3424,-0.1671875
3425,-0.1084375
3426,-0.125
3427,-0.120625
3428,-0.0959375
3429,-0.0178125
3430,-0.0615625
3431,0.003125
3432,0.041875
3433,0.044375
3434,0.0296875
3435,0.075
3436,0.1290625
3437,0.1178125
3438,0.1159375
3439,0.1484375
3440,0.21625
3441,0.18875
3442,0.2096875
3443,0.1903125
3444,0.2109375
3445,0.1846875
3446,0.23875
3447,0.2859375
3448,0.28
3449,0.27625
3450,0.2890625
3451,0.246875
3452,0.1884375
3453,0.2059375
3454,0.19625
3455,0.2025
3456,0.1984375
3457,0.2009375
3458,0.1996875
3459,0.1996875
3460,0.2009375
3461,0.198125
3462,0.2028125
3463,0.195
3464,0.2096875
3465,0.1665625
3466,0.10875
3467,0.1253125
3468,0.1175
3469,0.12
3470,0.125
3471,0.09125
3472,0.0240625
3473,0.0509375
3474,0.030625
3475,0.0490625
3476,0.0296875
3477,0.0540625
3478,0.0028125
3479,-0.048125
3480,-0.036875
3481,-0.04125
3482,-0.039375
3483,-0.04
3484,-0.0403125
3485,-0.0396875
3486,-0.040625
3487,-0.039375
3488,-0.040625
3489,-0.039375
3490,-0.040625
3491,-0.039375
3492,-0.0409375
3493,-0.0390625
3494,-0.0409375
3495,-0.0390625
3496,-0.0409375
3497,-0.0390625
3498,-0.0409375
3499,-0.0390625
3500,-0.0409375
3501,-0.0390625
3502,-0.0409375
3503,-0.0390625
3504,-0.0409375
3505,-0.0390625
3506,-0.0409375
3507,-0.0390625
3508,-0.0409375
3509,-0.0390625
3510,-0.0409375
3511,-0.0390625
3512,-0.0409375
3513,-0.0390625
3514,-0.04125
3515,-0.03875
3516,-0.04125
3517,-0.0384375
3518,-0.0415625
3519,-0.038125
3520,-0.0421875
3521,-0.0371875
3522,-0.0434375
3523,-0.0346875
3524,-0.0496875
3525,-0.0071875
3526,0.0521875
3527,0.0328125
3528,0.0453125
3529,0.0353125
3530,0.0446875
3531,0.0346875
3532,0.0465625
3533,0.029375
3534,0.0740625
3535,0.13125
3536,0.11375
3537,0.1246875
3538,0.1159375
3539,0.1240625
3540,0.1153125
3541,0.12625
3542,0.1096875
3543,0.1534375
3544,0.2115625
3545,0.1934375
3546,0.205
3547,0.1959375
3548,0.20375
3549,0.19625
3550,0.2040625
3551,0.195
3552,0.2065625
3553,0.1890625
3554,0.2340625
3555,0.2909375
3556,0.274375
3557,0.28375
3558,0.2771875
3559,0.2821875
3560,0.278125
3561,0.281875
3562,0.2784375
3563,0.2815625
3564,0.2784375
3565,0.2815625
3566,0.2784375
3567,0.281875
3568,0.2778125
3569,0.2825
3570,0.2765625
3571,0.285
3572,0.270625
3573,0.3128125
3574,0.3721875
3575,0.3528125
3576,0.3653125
3577,0.355625
3578,0.3640625
3579,0.3559375
3580,0.3640625
3581,0.3559375
3582,0.3646875
3583,0.354375
3584,0.3671875
3585,0.3484375
3586,0.395
3587,0.45
3588,0.4353125
3589,0.4425
3590,0.4384375
3591,0.4409375
3592,0.4396875
3593,0.44
3594,0.440625
3595,0.4390625
3596,0.4415625
3597,0.4378125
3598,0.443125
3599,0.435
3600,0.4496875
3601,0.406875
3602,0.348125
3603,0.3665625
3604,0.355625
3605,0.3634375
3606,0.3571875
3607,0.3621875
3608,0.358125
3609,0.3615625
3610,0.35875
3611,0.3609375
3612,0.359375
3613,0.3603125
3614,0.36
3615,0.359375
3616,0.3615625
3617,0.3565625
3618,0.3678125
3619,0.32875
3620,0.26625
3621,0.28875
3622,0.273125
3623,0.2859375
3624,0.274375
3625,0.285625
3626,0.2740625
3627,0.286875
3628,0.2715625
3629,0.2928125
3630,0.24375
3631,0.19125
3632,0.20375
3633,0.1984375
3634,0.200625
3635,0.2003125
3636,0.1990625
3637,0.2015625
3638,0.1978125
3639,0.203125
3640,0.195
3641,0.2096875
3642,0.166875
3643,0.108125
3644,0.1265625
3645,0.1153125
3646,0.12375
3647,0.116875
3648,0.1225
3649,0.1178125
3650,0.1221875
3651,0.118125
3652,0.121875
3653,0.118125
3654,0.121875
3655,0.118125
3656,0.121875
3657,0.118125
3658,0.121875
3659,0.118125
3660,0.1221875
3661,0.1178125
3662,0.1225
3663,0.1171875
3664,0.123125
3665,0.11625
3666,0.125
3667,0.1134375
3668,0.13125
3669,0.085
3670,0.0303125
3671,0.044375
3672,0.038125
3673,0.04
3674,0.0425
3675,0.0328125
3676,0.0709375
3677,0.1340625
3678,0.11125
3679,0.1265625
3680,0.114375
3681,0.1253125
3682,0.115
3683,0.125
3684,0.115
3685,0.1253125
3686,0.11375
3687,0.1278125
3688,0.1078125
3689,0.155625
3690,0.209375
3691,0.195625
3692,0.2025
3693,0.1984375
3694,0.2009375
3695,0.1996875
3696,0.2
3697,0.2
3698,0.1996875
3699,0.200625
3700,0.199375
3701,0.2009375
3702,0.19875
3703,0.2015625
3704,0.198125
3705,0.2021875
3706,0.1971875
3707,0.20375
3708,0.194375
3709,0.21
3710,0.1665625
3711,0.10875
3712,0.12625
3713,0.1159375
3714,0.123125
3715,0.1175
3716,0.121875
3717,0.1184375
3718,0.12125
3719,0.1190625
3720,0.120625
3721,0.1196875
3722,0.12
3723,0.1203125
3724,0.1190625
3725,0.121875
3726,0.11625
3727,0.128125
3728,0.0884375
3729,0.0265625
3730,0.0484375
3731,0.0334375
3732,0.045625
3733,0.0346875
3734,0.045
3735,0.035
3736,0.0453125
3737,0.034375
3738,0.04625
3739,0.031875
3740,0.0525
3741,0.0040625
3742,-0.0490625
3743,-0.0359375
3744,-0.0421875
3745,-0.0390625
3746,-0.0403125
3747,-0.04
3748,-0.0396875
3749,-0.040625
3750,-0.039375
3751,-0.0409375
3752,-0.03875
3753,-0.04125
3754,-0.0384375
3755,-0.041875
3756,-0.038125
3757,-0.0421875
3758,-0.0375
3759,-0.043125
3760,-0.03625
3761,-0.0446875
3762,-0.0334375
3763,-0.0509375
3764,-0.0053125
3765,0.0503125
3766,0.035
3767,0.0428125
3768,0.038125
3769,0.0409375
3770,0.0396875
3771,0.0396875
3772,0.04125
3773,0.0378125
3774,0.0440625
3775,0.0315625
3776,0.071875
3777,0.133125
3778,0.1115625
3779,0.126875
3780,0.1134375
3781,0.1275
3782,0.1084375
3783,0.154375
3784,0.2109375
3785,0.1940625
3786,0.2046875
3787,0.1959375
3788,0.2040625
3789,0.1953125
3790,0.20625
3791,0.189375
3792,0.2340625
3793,0.2909375
3794,0.2740625
3795,0.2840625
3796,0.2771875
3797,0.2821875
3798,0.278125
3799,0.2815625
3800,0.2784375
3801,0.28125
3802,0.27875
3803,0.28125
3804,0.2790625
3805,0.2809375
3806,0.2790625
3807,0.2809375
3808,0.27875
3809,0.28125
3810,0.2784375
3811,0.281875
3812,0.2775
3813,0.28375
3814,0.2721875
3815,0.310625
3816,0.3753125
3817,0.348125
3818,0.374375
3819,0.323125
3820,0.2715625
3821,0.28375
3822,0.278125
3823,0.28125
3824,0.279375
3825,0.2803125
3826,0.28
3827,0.2796875
3828,0.280625
3829,0.2790625
3830,0.28125
3831,0.278125
3832,0.2825
3833,0.2765625
3834,0.285
3835,0.2703125
3836,0.313125
3837,0.371875
3838,0.3534375
3839,0.3646875
3840,0.35625
3841,0.363125
3842,0.3575
3843,0.3621875
3844,0.358125
3845,0.361875
3846,0.3584375
3847,0.3615625
3848,0.3584375
3849,0.3615625
3850,0.35875
3851,0.36125
3852,0.35875
3853,0.36125
3854,0.35875
3855,0.36125
3856,0.35875
3857,0.36125
3858,0.35875
3859,0.3609375
3860,0.35875
3861,0.36125
3862,0.35875
3863,0.36125
3864,0.35875
3865,0.36125
3866,0.35875
3867,0.36125
3868,0.3584375
3869,0.3615625
3870,0.358125
3871,0.3621875
3872,0.3575
3873,0.3628125
3874,0.35625
3875,0.365625
3876,0.35
3877,0.3934375
3878,0.4515625
3879,0.43375
3880,0.444375
3881,0.4365625
3882,0.4428125
3883,0.4375
3884,0.4421875
3885,0.4378125
3886,0.4421875
3887,0.438125
3888,0.441875
3889,0.438125
3890,0.4421875
3891,0.4378125
3892,0.4421875
3893,0.4375
3894,0.4428125
3895,0.4365625
3896,0.444375
3897,0.43375
3898,0.450625
3899,0.4059375
3900,0.3490625
3901,0.3659375
3902,0.35625
3903,0.3628125
3904,0.3578125
3905,0.361875
3906,0.3584375
3907,0.3615625
3908,0.35875
3909,0.36125
3910,0.3590625
3911,0.3609375
3912,0.3590625
3913,0.3609375
3914,0.3590625
3915,0.3609375
3916,0.3590625
3917,0.3609375
3918,0.35875
3919,0.36125
3920,0.3584375
3921,0.361875
3922,0.3578125
3923,0.363125
3924,0.3553125
3925,0.3690625
3926,0.3278125
3927,0.2671875
3928,0.288125
3929,0.2734375
3930,0.2865625
3931,0.2721875
3932,0.2915625
3933,0.2453125
3934,0.189375
3935,0.2059375
3936,0.1953125
3937,0.2046875
3938,0.194375
3939,0.2096875
3940,0.1675
3941,0.1071875
3942,0.128125
3943,0.113125
3944,0.126875
3945,0.111875
3946,0.1321875
3947,0.0846875
3948,0.0303125
3949,0.0446875
3950,0.0371875
3951,0.041875
3952,0.03875
3953,0.0409375
3954,0.039375
3955,0.0403125
3956,0.0396875
3957,0.04
3958,0.04
3959,0.04
3960,0.0403125
3961,0.0396875
3962,0.0403125
3963,0.0396875
3964,0.0403125
3965,0.039375
3966,0.040625
3967,0.039375
3968,0.040625
3969,0.0390625
3970,0.0409375
3971,0.0390625
3972,0.0409375
3973,0.03875
3974,0.04125
3975,0.03875
3976,0.0415625
3977,0.0384375
3978,0.041875
3979,0.0378125
3980,0.0425
3981,0.0371875
3982,0.0434375
3983,0.035625
3984,0.04625
3985,0.0290625
3986,0.074375
3987,0.130625
3988,0.1146875
3989,0.123125
3990,0.1178125
3991,0.12125
3992,0.119375
3993,0.1203125
3994,0.12
3995,0.119375
3996,0.1209375
3997,0.1184375
3998,0.1225
3999,0.1165625
4000,0.125625
4001,0.11
4002,0.1540625
4003,0.210625
4004,0.195
4005,0.201875
4006,0.200625
4007,0.194375
4008,0.2296875
4009,0.2953125
4010,0.27
4011,0.288125
4012,0.2728125
4013,0.286875
4014,0.273125
4015,0.2875
4016,0.27125
4017,0.293125
4018,0.24375
4019,0.19125
4020,0.20375
4021,0.198125
4022,0.2009375
4023,0.1996875
4024,0.2
4025,0.2003125
4026,0.199375
4027,0.2009375
4028,0.1990625
4029,0.20125
4030,0.19875
4031,0.2015625
4032,0.198125
4033,0.2021875
4034,0.1971875
4035,0.20375
4036,0.194375
4037,0.21
4038,0.1665625
4039,0.1084375
4040,0.12625
4041,0.115625
4042,0.1234375
4043,0.1171875
4044,0.1225
4045,0.1178125
4046,0.121875
4047,0.118125
4048,0.1215625
4049,0.1184375
4050,0.1215625
4051,0.1184375
4052,0.1215625
4053,0.1184375
4054,0.1215625
4055,0.1184375
4056,0.1215625
4057,0.1184375
4058,0.1215625
4059,0.1184375
4060,0.1215625
4061,0.1184375
4062,0.121875
4063,0.118125
4064,0.121875
4065,0.1178125
4066,0.1221875
4067,0.1175
4068,0.1228125
4069,0.116875
4070,0.1234375
4071,0.1159375
4072,0.1253125
4073,0.113125
4074,0.1315625
4075,0.085
4076,0.0303125
4077,0.044375
4078,0.0378125
4079,0.0409375
4080,0.04
4081,0.039375
4082,0.04125
4083,0.0378125
4084,0.0434375
4085,0.0346875
4086,0.05
4087,0.00625
4088,-0.0509375
4089,-0.034375
4090,-0.0434375
4091,-0.038125
4092,-0.0409375
4093,-0.04
4094,-0.0384375
4095,-0.0434375
4096,-0.031875
4097,-0.071875
4098,-0.1328125
4099,-0.1125
4100,-0.125625
4101,-0.115625
4102,-0.12375
4103,-0.116875
4104,-0.1228125
4105,-0.1175
4106,-0.1221875
4107,-0.118125
4108,-0.1215625
4109,-0.1184375
4110,-0.12125
4111,-0.1190625
4112,-0.120625
4113,-0.12
4114,-0.119375
4115,-0.1215625
4116,-0.1165625
4117,-0.1278125
4118,-0.08875
4119,-0.02625
4120,-0.0484375
4121,-0.0334375
4122,-0.045625
4123,-0.035
4124,-0.0446875
4125,-0.035625
4126,-0.044375
4127,-0.035625
4128,-0.044375
4129,-0.035625
4130,-0.0446875
4131,-0.0346875
4132,-0.04625
4133,-0.0321875
4134,-0.0521875
4135,-0.004375
4136,0.049375
4137,0.035625
4138,0.0421875
4139,0.03875
4140,0.040625
4141,0.0396875
4142,0.04
4143,0.04
4144,0.0396875
4145,0.0403125
4146,0.039375
4147,0.040625
4148,0.039375
4149,0.040625
4150,0.0390625
4151,0.0409375
4152,0.0390625
4153,0.0409375
4154,0.0390625
4155,0.0409375
4156,0.03875
4157,0.04125
4158,0.03875
4159,0.04125
4160,0.0384375
4161,0.0415625
4162,0.0384375
4163,0.041875
4164,0.0378125
4165,0.0421875
4166,0.0371875
4167,0.043125
4168,0.0359375
4169,0.0459375
4170,0.0296875
4171,0.07375
4172,0.1309375
4173,0.1140625
4174,0.1240625
4175,0.116875
4176,0.1225
4177,0.118125
4178,0.121875
4179,0.1184375
4180,0.1215625
4181,0.11875
4182,0.12125
4183,0.11875
4184,0.12125
4185,0.11875
4186,0.12125
4187,0.11875
4188,0.1215625
4189,0.1184375
4190,0.121875
4191,0.1178125
4192,0.1228125
4193,0.11625
4194,0.1253125
4195,0.1103125
4196,0.1534375
4197,0.2115625
4198,0.1934375
4199,0.2046875
4200,0.1965625
4201,0.2028125
4202,0.1975
4203,0.2021875
4204,0.1978125
4205,0.201875
4206,0.198125
4207,0.201875
4208,0.1984375
4209,0.2015625
4210,0.1984375
4211,0.2015625
4212,0.1984375
4213,0.2015625
4214,0.1984375
4215,0.2015625
4216,0.1984375
4217,0.201875
4218,0.198125
4219,0.201875
4220,0.1978125
4221,0.2021875
4222,0.1975
4223,0.2025
4224,0.196875
4225,0.20375
4226,0.1953125
4227,0.20625
4228,0.189375
4229,0.2340625
4230,0.290625
4231,0.274375
4232,0.28375
4233,0.2775
4234,0.281875
4235,0.2784375
4236,0.28125
4237,0.2790625
4238,0.2809375
4239,0.279375
4240,0.280625
4241,0.279375
4242,0.280625
4243,0.2796875
4244,0.2803125
4245,0.2796875
4246,0.2803125
4247,0.2796875
4248,0.2803125
4249,0.2796875
4250,0.2803125
4251,0.2796875
4252,0.28
4253,0.28
4254,0.28
4255,0.28
4256,0.28
4257,0.28
4258,0.28
4259,0.28
4260,0.28
4261,0.28
4262,0.28
4263,0.28
4264,0.28
4265,0.28
4266,0.28
4267,0.28
4268,0.28
4269,0.28
4270,0.28
4271,0.28
4272,0.28
4273,0.28
4274,0.28
4275,0.28
4276,0.28
4277,0.28
4278,0.28
4279,0.28
4280,0.28
4281,0.28
4282,0.28
4283,0.28
4284,0.28
4285,0.28
4286,0.28
4287,0.28
4288,0.28
4289,0.28
4290,0.28
4291,0.28
4292,0.28
4293,0.28
4294,0.28
4295,0.28
4296,0.28
4297,0.28
4298,0.28
4299,0.28
4300,0.28
4301,0.28
4302,0.2803125
4303,0.2796875
4304,0.2803125
4305,0.2796875
4306,0.2803125
4307,0.2796875
4308,0.2803125
4309,0.279375
4310,0.280625
4311,0.279375
4312,0.2809375
4313,0.2790625
4314,0.28125
4315,0.278125
4316,0.2821875
4317,0.276875
4318,0.285
4319,0.270625
4320,0.3128125
4321,0.3721875
4322,0.353125
4323,0.365
4324,0.3559375
4325,0.3634375
4326,0.356875
4327,0.3628125
4328,0.3571875
4329,0.3625
4330,0.3575
4331,0.3625
4332,0.3575
4333,0.3625
4334,0.3575
4335,0.3628125
4336,0.3571875
4337,0.363125
4338,0.3565625
4339,0.3640625
4340,0.355
4341,0.366875
4342,0.34875
4343,0.3946875
4344,0.45
4345,0.435
4346,0.4428125
4347,0.4384375
4348,0.4409375
4349,0.4396875
4350,0.4396875
4351,0.4409375
4352,0.438125
4353,0.44375
4354,0.431875
4355,0.4715625
4356,0.53375
4357,0.51125
4358,0.5275
4359,0.5128125
4360,0.5284375
4361,0.5075
4362,0.555625
4363,0.6096875
4364,0.5953125
4365,0.6028125
4366,0.598125
4367,0.60125
4368,0.5990625
4369,0.6009375
4370,0.599375
4371,0.600625
4372,0.599375
4373,0.6003125
4374,0.5996875
4375,0.6003125
4376,0.5996875
4377,0.6003125
4378,0.5996875
4379,0.6003125
4380,0.5996875
4381,0.6003125
4382,0.6
4383,0.6
4384,0.6
4385,0.6
4386,0.6
4387,0.6
4388,0.6
4389,0.6
4390,0.6
4391,0.6
4392,0.6
4393,0.6
4394,0.6003125
4395,0.5996875
4396,0.6003125
4397,0.5996875
4398,0.6003125
4399,0.599375
4400,0.600625
4401,0.5990625
4402,0.6009375
4403,0.59875
4404,0.601875
4405,0.5978125
4406,0.603125
4407,0.595
4408,0.609375
4409,0.5671875
4410,0.5078125
4411,0.526875
4412,0.515
4413,0.5240625
4414,0.5165625
4415,0.5228125
4416,0.5175
4417,0.5225
4418,0.5178125
4419,0.5221875
4420,0.5178125
4421,0.521875
4422,0.518125
4423,0.521875
4424,0.518125
4425,0.521875
4426,0.518125
4427,0.521875
4428,0.518125
4429,0.521875
4430,0.518125
4431,0.521875
4432,0.518125
4433,0.521875
4434,0.518125
4435,0.521875
4436,0.518125
4437,0.521875
4438,0.518125
4439,0.5221875
4440,0.5178125
4441,0.5221875
4442,0.5178125
4443,0.5225
4444,0.5175
4445,0.5228125
4446,0.516875
4447,0.5234375
4448,0.5159375
4449,0.525
4450,0.513125
4451,0.53125
4452,0.4853125
4453,0.43
4454,0.445
4455,0.4371875
4456,0.441875
4457,0.43875
4458,0.440625
4459,0.4396875
4460,0.4403125
4461,0.44
4462,0.4396875
4463,0.4403125
4464,0.439375
4465,0.440625
4466,0.4390625
4467,0.4409375
4468,0.43875
4469,0.44125
4470,0.4384375
4471,0.441875
4472,0.4378125
4473,0.4425
4474,0.436875
4475,0.4440625
4476,0.4340625
4477,0.4503125
4478,0.40625
4479,0.3490625
4480,0.3659375
4481,0.35625
4482,0.3628125
4483,0.3578125
4484,0.3615625
4485,0.35875
4486,0.36125
4487,0.3590625
4488,0.3609375
4489,0.359375
4490,0.360625
4491,0.3596875
4492,0.3603125
4493,0.3596875
4494,0.3603125
4495,0.36
4496,0.36
4497,0.36
4498,0.36
4499,0.36
4500,0.36
4501,0.3603125
4502,0.3596875
4503,0.3603125
4504,0.3596875
4505,0.3603125
4506,0.3596875
4507,0.360625
4508,0.359375
4509,0.360625
4510,0.359375
4511,0.360625
4512,0.3590625
4513,0.3609375
4514,0.3590625
4515,0.3609375
4516,0.35875
4517,0.36125
4518,0.35875
4519,0.3615625
4520,0.358125
4521,0.361875
4522,0.3578125
4523,0.3628125
4524,0.3565625
4525,0.364375
4526,0.35375
4527,0.370625
4528,0.3259375
4529,0.269375
4530,0.2853125
4531,0.2765625
4532,0.2821875
4533,0.27875
4534,0.280625
4535,0.2803125
4536,0.27875
4537,0.283125
4538,0.2725
4539,0.310625
4540,0.374375
4541,0.3503125
4542,0.36875
4543,0.350625
4544,0.373125
4545,0.3240625
4546,0.2709375
4547,0.284375
4548,0.2775
4549,0.2815625
4550,0.27875
4551,0.2809375
4552,0.279375
4553,0.280625
4554,0.279375
4555,0.280625
4556,0.279375
4557,0.280625
4558,0.2796875
4559,0.280625
4560,0.279375
4561,0.280625
4562,0.279375
4563,0.280625
4564,0.279375
4565,0.280625
4566,0.279375
4567,0.280625
4568,0.279375
4569,0.280625
4570,0.279375
4571,0.2809375
4572,0.2790625
4573,0.2809375
4574,0.2790625
4575,0.2809375
4576,0.27875
4577,0.28125
4578,0.27875
4579,0.2815625
4580,0.2784375
4581,0.281875
4582,0.2778125
4583,0.2825
4584,0.276875
4585,0.2840625
4586,0.2740625
4587,0.2903125
4588,0.2459375
4589,0.1890625
4590,0.205625
4591,0.19625
4592,0.2028125
4593,0.1978125
4594,0.2015625
4595,0.19875
4596,0.2009375
4597,0.1990625
4598,0.200625
4599,0.199375
4600,0.2003125
4601,0.1996875
4602,0.2003125
4603,0.2
4604,0.2
4605,0.2
4606,0.1996875
4607,0.2003125
4608,0.1996875
4609,0.200625
4610,0.199375
4611,0.200625
4612,0.1990625
4613,0.2009375
4614,0.19875
4615,0.2015625
4616,0.198125
4617,0.2021875
4618,0.1971875
4619,0.20375
4620,0.194375
4621,0.21
4622,0.1665625
4623,0.10875
4624,0.12625
4625,0.1159375
4626,0.123125
4627,0.1175
4628,0.121875
4629,0.1184375
4630,0.12125
4631,0.11875
4632,0.1209375
4633,0.1190625
4634,0.120625
4635,0.119375
4636,0.1203125
4637,0.1196875
4638,0.1203125
4639,0.12
4640,0.12
4641,0.1203125
4642,0.1196875
4643,0.120625
4644,0.119375
4645,0.1209375
4646,0.11875
4647,0.121875
4648,0.1175
4649,0.1234375
4650,0.1146875
4651,0.1296875
4652,0.086875
4653,0.028125
4654,0.0465625
4655,0.0353125
4656,0.0434375
4657,0.0371875
4658,0.0425
4659,0.0378125
4660,0.041875
4661,0.0384375
4662,0.04125
4663,0.03875
4664,0.0409375
4665,0.0390625
4666,0.040625
4667,0.039375
4668,0.0403125
4669,0.0396875
4670,0.04
4671,0.0403125
4672,0.039375
4673,0.0409375
4674,0.0384375
4675,0.0425
4676,0.035625
4677,0.04875
4678,0.0078125
4679,-0.0528125
4680,-0.0325
4681,-0.045625
4682,-0.0353125
4683,-0.0440625
4684,-0.03625
4685,-0.0434375
4686,-0.0365625
4687,-0.0434375
4688,-0.0365625
4689,-0.0434375
4690,-0.0365625
4691,-0.04375
4692,-0.035625
4693,-0.0453125
4694,-0.033125
4695,-0.05125
4696,-0.0053125
4697,0.0503125
4698,0.035
4699,0.043125
4700,0.0378125
4701,0.0415625
4702,0.03875
4703,0.0409375
4704,0.0390625
4705,0.0409375
4706,0.039375
4707,0.040625
4708,0.039375
4709,0.040625
4710,0.039375
4711,0.040625
4712,0.039375
4713,0.040625
4714,0.039375
4715,0.040625
4716,0.039375
4717,0.040625
4718,0.039375
4719,0.0409375
4720,0.0390625
4721,0.0409375
4722,0.03875
4723,0.0415625
4724,0.0384375
4725,0.041875
4726,0.0375
4727,0.043125
4728,0.0359375
4729,0.0459375
4730,0.0296875
4731,0.07375
4732,0.1309375
4733,0.114375
4734,0.12375
4735,0.1175
4736,0.1215625
4737,0.1190625
4738,0.1203125
4739,0.120625
4740,0.1184375
4741,0.1234375
4742,0.1121875
4743,0.1515625
4744,0.2134375
4745,0.191875
4746,0.2059375
4747,0.195
4748,0.204375
4749,0.1959375
4750,0.20375
4751,0.1965625
4752,0.2034375
4753,0.1965625
4754,0.203125
4755,0.196875
4756,0.203125
4757,0.196875
4758,0.2034375
4759,0.1965625
4760,0.20375
4761,0.1959375
4762,0.2046875
4763,0.194375
4764,0.2071875
4765,0.1884375
4766,0.235
4767,0.29
4768,0.2753125
4769,0.2828125
4770,0.278125
4771,0.28125
4772,0.2790625
4773,0.280625
4774,0.2796875
4775,0.2803125
4776,0.28
4777,0.28
4778,0.28
4779,0.2796875
4780,0.2803125
4781,0.2796875
4782,0.2803125
4783,0.2796875
4784,0.2803125
4785,0.2796875
4786,0.2803125
4787,0.2796875
4788,0.280625
4789,0.279375
4790,0.280625
4791,0.279375
4792,0.280625
4793,0.279375
4794,0.280625
4795,0.279375
4796,0.280625
4797,0.279375
4798,0.280625
4799,0.279375
4800,0.280625
4801,0.279375
4802,0.280625
4803,0.279375
4804,0.280625
4805,0.279375
4806,0.2803125
4807,0.2796875
4808,0.2803125
4809,0.2796875
4810,0.2803125
4811,0.28
4812,0.28
4813,0.2803125
4814,0.2796875
4815,0.2809375
4816,0.278125
4817,0.2834375
4818,0.2725
4819,0.3109375
4820,0.374375
4821,0.3503125
4822,0.3684375
4823,0.3515625
4824,0.3696875
4825,0.34625
4826,0.396875
4827,0.448125
4828,0.436875
4829,0.4409375
4830,0.44
4831,0.439375
4832,0.44125
4833,0.438125
4834,0.4428125
4835,0.43625
4836,0.445625
4837,0.43
4838,0.47375
4839,0.53125
4840,0.5140625
4841,0.5240625
4842,0.5171875
4843,0.5221875
4844,0.518125
4845,0.5215625
4846,0.51875
4847,0.5209375
4848,0.5190625
4849,0.5209375
4850,0.519375
4851,0.520625
4852,0.519375
4853,0.520625
4854,0.5196875
4855,0.5203125
4856,0.5196875
4857,0.5203125
4858,0.5196875
4859,0.5203125
4860,0.52
4861,0.52
4862,0.52
4863,0.52
4864,0.52
4865,0.52
4866,0.52
4867,0.52
4868,0.52
4869,0.52
4870,0.52
4871,0.52
4872,0.52
4873,0.52
4874,0.5203125
4875,0.5196875
4876,0.5203125
4877,0.5196875
4878,0.5203125
4879,0.5196875
4880,0.5203125
4881,0.5196875
4882,0.5203125
4883,0.5196875
4884,0.5203125
4885,0.5196875
4886,0.5203125
4887,0.519375
4888,0.520625
4889,0.519375
4890,0.520625
4891,0.519375
4892,0.520625
4893,0.5190625
4894,0.5209375
4895,0.5190625
4896,0.52125
4897,0.51875
4898,0.5215625
4899,0.518125
4900,0.5221875
4901,0.5171875
4902,0.52375
4903,0.5146875
4904,0.5296875
4905,0.486875
4906,0.4284375
4907,0.4465625
4908,0.4353125
4909,0.44375
4910,0.436875
4911,0.4428125
4912,0.4375
4913,0.4421875
4914,0.4378125
4915,0.4421875
4916,0.4378125
4917,0.4421875
4918,0.4378125
4919,0.4425
4920,0.4375
4921,0.443125
4922,0.4365625
4923,0.444375
4924,0.43375
4925,0.450625
4926,0.4059375
4927,0.3490625
4928,0.3659375
4929,0.35625
4930,0.3628125
4931,0.3578125
4932,0.361875
4933,0.3584375
4934,0.3615625
4935,0.35875
4936,0.36125
4937,0.3590625
4938,0.3609375
4939,0.3590625
4940,0.3609375
4941,0.3590625
4942,0.360625
4943,0.359375
4944,0.360625
4945,0.359375
4946,0.360625
4947,0.359375
4948,0.360625
4949,0.359375
4950,0.360625
4951,0.359375
4952,0.360625
4953,0.359375
4954,0.360625
4955,0.359375
4956,0.360625
4957,0.359375
4958,0.360625
4959,0.359375
4960,0.360625
4961,0.359375
4962,0.360625
4963,0.359375
4964,0.360625
4965,0.359375
4966,0.360625
4967,0.359375
4968,0.360625
4969,0.359375
4970,0.360625
4971,0.359375
4972,0.360625
4973,0.359375
4974,0.360625
4975,0.359375
4976,0.360625
4977,0.359375
4978,0.360625
4979,0.359375
4980,0.360625
4981,0.359375
4982,0.360625
4983,0.359375
4984,0.360625
4985,0.359375
4986,0.360625
4987,0.359375
4988,0.360625
4989,0.359375
4990,0.360625
4991,0.359375
4992,0.360625
4993,0.359375
4994,0.360625
4995,0.359375
4996,0.360625
4997,0.359375
4998,0.360625
4999,0.359375
